insurer,sub_fund,fee_source_page,fee_source_locator,fee_source_url,fee_source_metric,fee_as_of_date,fee_verification_status,fee_verification_note
Prudential,PRULink Global Diversified Income Fund Distribution,,https://www.prudential.com.sg/products/wealth-accumulation/ilp/prulink-funds/prulink-global-diversified-income-fund-distribution#continuing-investment-charge,https://www.prudential.com.sg/products/wealth-accumulation/ilp/prulink-funds/prulink-global-diversified-income-fund-distribution#continuing-investment-charge,Continuing Investment Charge,,verified_exact,Verified against official Prudential fund page HTML; fee appears in the Continuing Investment Charge card
Prudential,PRULink Global Dividend Wealth Fund Distribution,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/c343e3cfb331-prulink-global-dividend-wealth-fund-distribution.pdf,https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds-updated/factsheets/prulink-global-dividend-wealth-fund-distribution.pdf,Continuing Investment Charge,,verified_exact,Verified against archived PDF c343e3cfb331-prulink-global-dividend-wealth-fund-distribution.pdf
Prudential,PRULink Global Episode Macro Fund Accumulation,,https://www.prudential.com.sg/products/wealth-accumulation/ilp/prulink-funds/prulink-global-episode-macro-fund-accumulation#continuing-investment-charge,https://www.prudential.com.sg/products/wealth-accumulation/ilp/prulink-funds/prulink-global-episode-macro-fund-accumulation#continuing-investment-charge,Continuing Investment Charge,,verified_exact,Verified against official Prudential fund page HTML; fee appears in the Continuing Investment Charge card
Prudential,PRULink Global Equity Fund,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/8d4d7a22c6c3-prulink-global-equity-fund.pdf,https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds/factsheets/prulink-global-equity-fund.pdf,Continuing Investment Charge,,verified_exact,Verified against archived PDF 8d4d7a22c6c3-prulink-global-equity-fund.pdf
Prudential,PRULink Global Equity Fund Accumulation,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/adf20b5dc282-prulink-global-equity-fund-dis.pdf,https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds/factsheets/prulink-global-equity-fund-dis.pdf,Continuing Investment Charge,,verified_exact,Verified against archived PDF adf20b5dc282-prulink-global-equity-fund-dis.pdf
Prudential,PRULink Global Equity Fund Distribution,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/adf20b5dc282-prulink-global-equity-fund-dis.pdf,https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds/factsheets/prulink-global-equity-fund-dis.pdf,Continuing Investment Charge,,verified_exact,Verified against archived PDF adf20b5dc282-prulink-global-equity-fund-dis.pdf
Prudential,PRULink Global Equity Growth Accumulation,,https://www.prudential.com.sg/products/wealth-accumulation/ilp/prulink-funds/prulink-global-equity-growth-accumulation#continuing-investment-charge,https://www.prudential.com.sg/products/wealth-accumulation/ilp/prulink-funds/prulink-global-equity-growth-accumulation#continuing-investment-charge,Continuing Investment Charge,,verified_exact,Verified against official Prudential fund page HTML; fee appears in the Continuing Investment Charge card
Prudential,PRULink Global Fixed Income Fund Accumulation,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/996128171e36-prulink-global-fixed-income-fund-template.pdf,https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds-updated/factsheets/prulink-global-fixed-income-fund-template.pdf,Continuing Investment Charge,,verified_exact,Verified against archived PDF 996128171e36-prulink-global-fixed-income-fund-template.pdf
Prudential,PRULink Global Fixed Income Fund USD Accumulation,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/996128171e36-prulink-global-fixed-income-fund-template.pdf,https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds-updated/factsheets/prulink-global-fixed-income-fund-template.pdf,Continuing Investment Charge,,verified_exact,Verified against archived PDF 996128171e36-prulink-global-fixed-income-fund-template.pdf
Prudential,PRULink Global Growth Fund Accumulation,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/4f3291aae57c-prulink-global-growth-fund-accumulation.pdf,https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds-updated/factsheets/prulink-global-growth-fund-accumulation.pdf,Continuing Investment Charge,,verified_exact,Verified against archived PDF 4f3291aae57c-prulink-global-growth-fund-accumulation.pdf
Prudential,PRULink Global Impact ESG Equity Fund Accumulation,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/d2028400e735-prulink-global-impact-esg-equity-fund.pdf,https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds-updated/factsheets/prulink-global-impact-esg-equity-fund.pdf,Continuing Investment Charge,,verified_exact,Verified against archived PDF d2028400e735-prulink-global-impact-esg-equity-fund.pdf
Prudential,PRULink Global Income Fund Accumulation,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/d1410b841382-prulink-global-income-fund-accumulation.pdf,https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds-updated/factsheets/prulink-global-income-fund-accumulation.pdf,Continuing Investment Charge,,verified_exact,Verified against archived PDF d1410b841382-prulink-global-income-fund-accumulation.pdf
Prudential,PRULink Global Innovation Equity Fund Accumulation,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/79ae538a0cf1-prulink-global-innovation-equity-fund.pdf,https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds-updated/factsheets/prulink-global-innovation-equity-fund.pdf,Continuing Investment Charge,,verified_exact,Verified against archived PDF 79ae538a0cf1-prulink-global-innovation-equity-fund.pdf
Prudential,PRULink Global Managed Fund,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/1a2e68830f20-prulink-global-managed-fund-template.pdf,https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds-updated/factsheets/prulink-global-managed-fund-template.pdf,Continuing Investment Charge,,verified_exact,Verified against archived PDF 1a2e68830f20-prulink-global-managed-fund-template.pdf
Prudential,PRULink Global Managed Fund Distribution,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/01be922f1109-prulink-global-managed-fund-dis.pdf,https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds/factsheets/prulink-global-managed-fund-dis.pdf,Continuing Investment Charge,,verified_exact,Verified against archived PDF 01be922f1109-prulink-global-managed-fund-dis.pdf
Prudential,PRULink Global Multi Asset Income Fund Accumulation,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/e1901c807333-prulink-global-multi-asset-income-fund-template.pdf,https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds-updated/factsheets/prulink-global-multi-asset-income-fund-template.pdf,Continuing Investment Charge,,verified_exact,Verified against archived PDF e1901c807333-prulink-global-multi-asset-income-fund-template.pdf
Prudential,PRULink Global Multi Asset Income Fund Decumulation,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/d406c137f032-prulink-global-multiasset-income-fund-decumulation.pdf,https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds/factsheets/prulink-global-multiasset-income-fund-decumulation.pdf,Continuing Investment Charge,,verified_exact,Verified against archived PDF d406c137f032-prulink-global-multiasset-income-fund-decumulation.pdf
Prudential,PRULink Global Multi Asset Income Fund Distribution,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/2d40713b6b65-prulink-global-multiasset-income-fund-distribution.pdf,https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds/factsheets/prulink-global-multiasset-income-fund-distribution.pdf,Continuing Investment Charge,,verified_exact,Verified against archived PDF 2d40713b6b65-prulink-global-multiasset-income-fund-distribution.pdf
Prudential,PRULink Global Property Securities Fund,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/7529422dd023-prulink-global-property-securities-fund-template.pdf,https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds-updated/factsheets/prulink-global-property-securities-fund-template.pdf,Continuing Investment Charge,,verified_exact,Verified against archived PDF 7529422dd023-prulink-global-property-securities-fund-template.pdf
Prudential,PRULink Global Signature CIO Balance Fund Accumulation,,https://www.prudential.com.sg/products/wealth-accumulation/ilp/prulink-funds/prulink-global-signature-cio-balance-fund-accumulation#continuing-investment-charge,https://www.prudential.com.sg/products/wealth-accumulation/ilp/prulink-funds/prulink-global-signature-cio-balance-fund-accumulation#continuing-investment-charge,Continuing Investment Charge,,verified_exact,Verified against official Prudential fund page HTML; fee appears in the Continuing Investment Charge card
Prudential,PRULink Global Signature CIO Growth Fund Accumulation,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/0721b69402a3-prulink-global-signature-cio-growth-fund.pdf,https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds-updated/factsheets/prulink-global-signature-cio-growth-fund.pdf,Continuing Investment Charge,,verified_exact,Verified against archived PDF 0721b69402a3-prulink-global-signature-cio-growth-fund.pdf
Prudential,PRULink Global Signature CIO Income Fund Distribution,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/a05f1c355f98-prulink-global-signature-cio-income-fund.pdf,https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds-updated/factsheets/prulink-global-signature-cio-income-fund.pdf,Continuing Investment Charge,,verified_exact,Verified against archived PDF a05f1c355f98-prulink-global-signature-cio-income-fund.pdf
Prudential,PRULink Global Technology Fund,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/2da13f9aa433-prulink-global-technology-fund-template.pdf,https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds-updated/factsheets/prulink-global-technology-fund-template.pdf,Continuing Investment Charge,,verified_exact,Verified against archived PDF 2da13f9aa433-prulink-global-technology-fund-template.pdf
Prudential,PRULink Greater China Fund,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/0a181c13950d-prulink-greater-china-fund-template.pdf,https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds-updated/factsheets/prulink-greater-china-fund-template.pdf,Continuing Investment Charge,,verified_exact,Verified against archived PDF 0a181c13950d-prulink-greater-china-fund-template.pdf
Prudential,PRULink Greater China Fund Accumulation,,https://www.prudential.com.sg/products/wealth-accumulation/ilp/prulink-funds/prulink-greater-china-fund-accumulation#continuing-investment-charge,https://www.prudential.com.sg/products/wealth-accumulation/ilp/prulink-funds/prulink-greater-china-fund-accumulation#continuing-investment-charge,Continuing Investment Charge,,verified_exact,Verified against official Prudential fund page HTML; fee appears in the Continuing Investment Charge card
Prudential,PRULink India Equity Fund,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/a6d3c9d55c29-prulink-india-equity-template.pdf,https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds-updated/factsheets/prulink-india-equity-template.pdf,Continuing Investment Charge,,verified_exact,Verified against archived PDF a6d3c9d55c29-prulink-india-equity-template.pdf
Prudential,PRULink India Opportunity Equity Fund Accumulation,,https://www.prudential.com.sg/products/wealth-accumulation/ilp/prulink-funds/prulink-india-opportunity-equity-fund-accumulation#continuing-investment-charge,https://www.prudential.com.sg/products/wealth-accumulation/ilp/prulink-funds/prulink-india-opportunity-equity-fund-accumulation#continuing-investment-charge,Continuing Investment Charge,,verified_exact,Verified against official Prudential fund page HTML; fee appears in the Continuing Investment Charge card
Prudential,PRULink Islamic Global Equity Index Fund Accumulation,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/3e8b8b133aef-prulink-islamic-global-equity-index-fund-accumulation.pdf,https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds-updated/factsheets/prulink-islamic-global-equity-index-fund-accumulation.pdf,Continuing Investment Charge,,verified_exact,Verified against archived PDF 3e8b8b133aef-prulink-islamic-global-equity-index-fund-accumulation.pdf
Prudential,PRULink Pan European Fund,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/c9ba575c4d45-prulink-pan-european-fund-template.pdf,https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds-updated/factsheets/prulink-pan-european-fund-template.pdf,Continuing Investment Charge,,verified_exact,Verified against archived PDF c9ba575c4d45-prulink-pan-european-fund-template.pdf
Prudential,PRULink Singapore ASEAN Managed Fund,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/1223ffe2f728-prulink-singapore-asean-managed-fund-template.pdf,https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds-updated/factsheets/prulink-singapore-asean-managed-fund-template.pdf,Continuing Investment Charge,,verified_exact,Verified against archived PDF 1223ffe2f728-prulink-singapore-asean-managed-fund-template.pdf
Prudential,PRULink Singapore Asian Managed Fund,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/15d3f9950f51-prulink-singapore-asian-managed-fund-template.pdf,https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds-updated/factsheets/prulink-singapore-asian-managed-fund-template.pdf,Continuing Investment Charge,,verified_exact,Verified against archived PDF 15d3f9950f51-prulink-singapore-asian-managed-fund-template.pdf
Prudential,PRULink Singapore Cash Fund,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/3dccece17d5c-prulink-singapore-cash-fund-template.pdf,https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds-updated/factsheets/prulink-singapore-cash-fund-template.pdf,Continuing Investment Charge,,verified_exact,Verified against archived PDF 3dccece17d5c-prulink-singapore-cash-fund-template.pdf
Prudential,PRULink Singapore Dynamic Bond Fund Accumulation,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/f0e4dfc7b216-prulink-singapore-dynamic-bond-fund-template.pdf,https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds-updated/factsheets/prulink-singapore-dynamic-bond-fund-template.pdf,Continuing Investment Charge,,verified_exact,Verified against archived PDF f0e4dfc7b216-prulink-singapore-dynamic-bond-fund-template.pdf
Prudential,PRULink Singapore Dynamic Bond Fund Distribution,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/3793d23f31a7-prulink-singapore-dynamic-bond-fund-dis.pdf,https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds/factsheets/prulink-singapore-dynamic-bond-fund-dis.pdf,Continuing Investment Charge,,verified_exact,Verified against archived PDF 3793d23f31a7-prulink-singapore-dynamic-bond-fund-dis.pdf
Prudential,PRULink Singapore Growth Fund,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/9616e2a993ba-prulink-singapore-growth-fund-template.pdf,https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds-updated/factsheets/prulink-singapore-growth-fund-template.pdf,Continuing Investment Charge,,verified_exact,Verified against archived PDF 9616e2a993ba-prulink-singapore-growth-fund-template.pdf
Prudential,PRULink StrategicInvest Income Fund Distribution,,https://www.prudential.com.sg/products/wealth-accumulation/ilp/prulink-funds/prulink-strategicinvest-income-fund-distribution#continuing-investment-charge,https://www.prudential.com.sg/products/wealth-accumulation/ilp/prulink-funds/prulink-strategicinvest-income-fund-distribution#continuing-investment-charge,Continuing Investment Charge,,verified_exact,Verified against official Prudential fund page HTML; fee appears in the Continuing Investment Charge card
Prudential,PRULink StrategicInvest Income Fund USD Distribution,,https://www.prudential.com.sg/products/wealth-accumulation/ilp/prulink-funds/prulink-strategicinvest-income-fund-usd-distribution#continuing-investment-charge,https://www.prudential.com.sg/products/wealth-accumulation/ilp/prulink-funds/prulink-strategicinvest-income-fund-usd-distribution#continuing-investment-charge,Continuing Investment Charge,,verified_exact,Verified against official Prudential fund page HTML; fee appears in the Continuing Investment Charge card
Prudential,PRULink US Dividend Wealth Fund Distribution,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/c1327c24930a-prulink-us-dividend-wealth-fund-distribution.pdf,https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds-updated/factsheets/prulink-us-dividend-wealth-fund-distribution.pdf,Continuing Investment Charge,,verified_exact,Verified against archived PDF c1327c24930a-prulink-us-dividend-wealth-fund-distribution.pdf
Prudential,PRULink US Dividend Wealth Fund USD Distribution,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/c1327c24930a-prulink-us-dividend-wealth-fund-distribution.pdf,https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds-updated/factsheets/prulink-us-dividend-wealth-fund-distribution.pdf,Continuing Investment Charge,,verified_exact,Verified against archived PDF c1327c24930a-prulink-us-dividend-wealth-fund-distribution.pdf
Singlife,AB SICAV I - AB International Health Care Portfolio,42,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,AB SICAV I - All Market Income Portfolio,44,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,AB SICAV I - Sustainable US Thematic Portfolio,46,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Allianz Global Investors Fund - Allianz Best Styles Global Equity Fund,48,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Allianz Global Investors Fund - Allianz China Equity Fund,50,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Allianz Global Investors Fund - Allianz Global Sustainability Fund (EUR),58,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Allianz Global Investors Fund - Allianz Global Sustainability Fund (SGD),58,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Allianz Global Investors Fund - Allianz Income and Growth Fund,56,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Allianz Global Investors Fund - Allianz Oriental Income Fund,58,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Allianz Global Investors Premier Funds - Allianz Global High Payout Fund,60,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Amundi Funds - Global Government Bond,62,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Amundi Funds - Real Assets Target Income,64,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Aviva Investors - Global High Yield Bond Fund,66,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Aviva Investors - Multi-Strategy Target Return Fund,68,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,BNP Paribas Funds Aqua,112,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,BNP Paribas Funds Euro Money Market,115,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,BNP Paribas Funds Global Environment (SGD),120,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,BNP Paribas Funds Global Environment (USD),120,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,BNP Paribas Funds Russia Equity,122,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,BNP Paribas Funds USD Money Market,125,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,BNP Paribas Islamic Fund Equity Optimiser,128,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Baillie Gifford Worldwide Long Term Global Growth Fund,70,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Baillie Gifford Worldwide Positive Change Fund,72,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,BlackRock Funds I ICAV - BlackRock Advantage Europe Equity Fund,74,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,BlackRock Global Funds - Asian Tiger Bond Fund,76,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,BlackRock Global Funds - ESG Multi-Asset Fund,78,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,BlackRock Global Funds - European Equity Income Fund,80,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,BlackRock Global Funds - Future Of Transport Fund,82,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,BlackRock Global Funds - Global Allocation Fund,84,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,BlackRock Global Funds - Latin American Fund,86,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,BlackRock Global Funds - Next Generation Technology Fund,88,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,BlackRock Global Funds - Sustainable Energy Fund (SGD),92,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,BlackRock Global Funds - Sustainable Energy Fund (USD),92,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
